order_id,payment_value,payment_type,payment_installments
ORD045412,21528.58,UPI,1.0
ORD045413,50379.42,Credit Card,1.0
ORD045414,23819.77,Cash on Delivery,1.0
ORD045415,28717.52,Debit Card,1.0
ORD045416,41578.8,Debit Card,1.0
ORD045417,41749.53,Credit Card,1.0
ORD045418,,Debit Card,1.0
ORD045419,30318.36,UPI,1.0
ORD045420,56539.01,Net Banking,1.0
ORD045421,45398.98,UPI,1.0
ORD045422,61191.35,UPI,1.0
ORD045423,48974.91,Debit Card,1.0
ORD045424,57219.05,UPI,1.0
ORD045425,26051.62,Debit Card,1.0
ORD045426,29081.54,Debit Card,1.0
ORD045427,28794.76,UPI,1.0
ORD045428,40866.88,Cash on Delivery,1.0
ORD045429,15005.74,Credit Card,1.0
ORD045430,17224.78,Debit Card,1.0
ORD045431,33936.74,UPI,1.0
ORD045432,29308.08,Debit Card,1.0
ORD045433,42649.49,Credit Card,1.0
ORD045434,55310.31,Debit Card,1.0
ORD045435,58334.9,Cash on Delivery,
ORD045436,4159.92,UPI,1.0
ORD045437,50147.06,Net Banking,1.0
ORD045438,1055.37,UPI,1.0
ORD045439,1573.3,UPI,1.0
ORD045440,81857.17,UPI,1.0
ORD045441,18687.08,UPI,1.0
ORD045442,21940.48,UPI,1.0
ORD045443,70904.87,UPI,1.0
ORD045444,61807.08,UPI,1.0
ORD045445,,Credit Card,1.0
ORD045446,29888.22,Credit Card,1.0
ORD045447,123134.77,UPI,1.0
ORD045448,34839.06,Wallet,1.0
ORD045449,758.55,UPI,1.0
ORD045450,14991.08,UPI,1.0
ORD045451,130610.49,Debit Card,1.0
ORD045452,18293.81,Credit Card,1.0
ORD045453,9346.03,Credit Card,1.0
ORD045454,14808.04,EMI,3.0
ORD045455,12120.37,UPI,1.0
ORD045456,18519.63,Cash on Delivery,1.0
ORD045457,78228.52,Debit Card,1.0
ORD045458,14807.97,Credit Card,1.0
ORD045459,37275.87,UPI,1.0
ORD045460,28101.34,Cash on Delivery,1.0
ORD045461,35529.91,Credit Card,1.0
ORD045462,9772.5,UPI,1.0
ORD045463,3157.27,Debit Card,1.0
ORD045464,40245.87,Debit Card,1.0
ORD045465,14736.12,Cash on Delivery,1.0
ORD045466,11858.06,UPI,1.0
ORD045467,183.21,Debit Card,1.0
ORD045468,1506.23,Net Banking,1.0
ORD045469,4282.83,UPI,1.0
ORD045470,73916.03,Net Banking,1.0
ORD045471,34580.64,UPI,1.0
ORD045472,19825.0,UPI,1.0
ORD045473,44758.44,Net Banking,1.0
ORD045474,46237.28,Debit Card,1.0
ORD045475,7430.45,Cash on Delivery,1.0
ORD045476,5981.88,Cash on Delivery,1.0
ORD045477,60164.12,Cash on Delivery,1.0
ORD045478,57919.19,Cash on Delivery,1.0
ORD045479,31388.32,UPI,1.0
ORD045480,25545.56,Debit Card,1.0
ORD045481,35609.81,EMI,9.0
ORD045482,11529.38,UPI,1.0
ORD045483,109031.35,Credit Card,1.0
ORD045484,,Cash on Delivery,1.0
ORD045485,3827.58,EMI,12.0
ORD045486,37450.78,UPI,1.0
ORD045487,2741.12,Cash on Delivery,1.0
ORD045488,27262.29,Credit Card,1.0
ORD045489,36577.16,Cash on Delivery,1.0
ORD045490,6349.99,UPI,1.0
ORD045491,42175.72,Cash on Delivery,1.0
ORD045492,15357.0,Net Banking,1.0
ORD045493,20074.78,Debit Card,1.0
ORD045494,22985.51,Debit Card,1.0
ORD045495,24475.0,Credit Card,1.0
ORD045496,54889.1,UPI,1.0
ORD045497,28684.21,Debit Card,1.0
ORD045498,65187.42,UPI,1.0
ORD045499,57457.66,Credit Card,1.0
ORD045500,50770.74,Net Banking,1.0
ORD045501,7823.31,EMI,6.0
ORD045502,43939.8,EMI,9.0
ORD045503,83970.88,Debit Card,1.0
ORD045504,62414.44,Debit Card,1.0
ORD045505,30339.72,UPI,1.0
ORD045506,66071.6,Credit Card,1.0
ORD045507,49431.57,UPI,1.0
ORD045508,59951.54,UPI,1.0
ORD045509,69448.32,Debit Card,1.0
ORD045510,1270.98,EMI,9.0
ORD045511,24514.23,Credit Card,1.0
ORD045512,11658.25,UPI,1.0
ORD045513,17288.48,Credit Card,1.0
ORD045514,141099.53,Wallet,1.0
ORD045515,22115.92,UPI,1.0
ORD045516,44853.43,UPI,1.0
ORD045517,24363.31,UPI,1.0
ORD045518,50059.17,Net Banking,1.0
ORD045519,18762.19,UPI,1.0
ORD045520,55741.03,Cash on Delivery,1.0
ORD045521,9876.36,Net Banking,1.0
ORD045522,42779.18,UPI,1.0
ORD045523,63916.22,UPI,
ORD045524,76770.95,UPI,1.0
ORD045525,41979.18,UPI,1.0
ORD045526,22834.57,UPI,1.0
ORD045527,85244.39,Cash on Delivery,1.0
ORD045528,59640.12,UPI,1.0
ORD045529,33243.78,UPI,1.0
ORD045530,43833.8,Debit Card,1.0
ORD045531,26150.48,Cash on Delivery,1.0
ORD045532,25645.72,Credit Card,1.0
ORD045533,79836.64,UPI,1.0
ORD045534,19337.14,Cash on Delivery,1.0
ORD045535,30748.35,UPI,1.0
ORD045536,50028.34,Wallet,1.0
ORD045537,46331.19,Wallet,1.0
ORD045538,35303.85,Debit Card,1.0
ORD045539,52029.24,Debit Card,1.0
ORD045540,14055.52,Debit Card,1.0
ORD045541,55520.01,EMI,9.0
ORD045542,32717.08,UPI,1.0
ORD045543,32302.68,Credit Card,1.0
ORD045544,9430.42,Debit Card,1.0
ORD045545,22202.44,UPI,1.0
ORD045546,65496.94,UPI,1.0
ORD045547,59739.28,UPI,1.0
ORD045548,37461.32,Wallet,1.0
ORD045549,21769.9,Credit Card,1.0
ORD045550,22140.86,Credit Card,1.0
ORD045551,79645.2,Net Banking,1.0
ORD045552,35844.9,UPI,1.0
ORD045553,25140.1,UPI,1.0
ORD045554,116152.61,Credit Card,1.0
ORD045555,29779.38,Debit Card,1.0
ORD045556,116039.19,Net Banking,1.0
ORD045557,9740.78,EMI,12.0
ORD045558,47288.78,UPI,1.0
ORD045559,14175.56,UPI,1.0
ORD045560,10161.52,UPI,1.0
ORD045561,9660.28,UPI,1.0
ORD045562,36420.28,UPI,1.0
ORD045563,69074.96,UPI,1.0
ORD045564,21891.78,Cash on Delivery,1.0
ORD045565,,Credit Card,1.0
ORD045566,15440.38,Credit Card,1.0
ORD045567,65288.52,UPI,1.0
ORD045568,109381.71,EMI,9.0
ORD045569,,UPI,1.0
ORD045570,78170.88,Debit Card,1.0
ORD045571,3058.9,UPI,1.0
ORD045572,13783.23,UPI,1.0
ORD045573,28569.6,,1.0
ORD045574,17184.56,Debit Card,1.0
ORD045575,41909.72,Debit Card,1.0
ORD045576,,UPI,1.0
ORD045577,15063.74,Net Banking,1.0
ORD045578,29274.87,UPI,1.0
ORD045579,12171.04,Credit Card,1.0
ORD045580,58707.36,UPI,1.0
ORD045581,44350.73,Cash on Delivery,1.0
ORD045582,14460.12,,1.0
ORD045583,61956.29,Debit Card,1.0
ORD045584,10115.26,UPI,1.0
ORD045585,130316.28,Debit Card,1.0
ORD045586,89720.73,Debit Card,1.0
ORD045587,41728.52,Debit Card,1.0
ORD045588,59464.09,Debit Card,1.0
ORD045589,1980.56,UPI,1.0
ORD045590,36247.67,Credit Card,1.0
ORD045591,130439.12,Credit Card,1.0
ORD045592,33993.84,Debit Card,1.0
ORD045593,21164.84,Wallet,1.0
ORD045594,30946.94,Credit Card,1.0
ORD045595,52619.84,Debit Card,1.0
ORD045596,80790.12,Net Banking,1.0
ORD045597,12444.21,Credit Card,1.0
ORD045598,19561.75,Cash on Delivery,1.0
ORD045599,19810.44,Credit Card,1.0
ORD045600,51273.0,UPI,1.0
ORD045601,25721.37,UPI,1.0
ORD045602,20500.68,Debit Card,1.0
ORD045603,17401.23,Cash on Delivery,1.0
ORD045604,22333.26,Debit Card,1.0
ORD045605,41714.71,UPI,1.0
ORD045606,9321.48,Credit Card,1.0
ORD045607,91818.76,EMI,3.0
ORD045608,7430.43,Debit Card,1.0
ORD045609,77691.94,UPI,1.0
ORD045610,28284.58,UPI,1.0
ORD045611,14791.7,Cash on Delivery,1.0
ORD045612,34018.47,Cash on Delivery,1.0
ORD045613,57751.56,Net Banking,1.0
ORD045614,25028.48,Debit Card,1.0
ORD045615,65228.3,UPI,1.0
ORD045616,31243.18,UPI,1.0
ORD045617,73563.92,UPI,1.0
ORD045618,11382.38,Debit Card,1.0
ORD045619,30625.24,Credit Card,1.0
ORD045620,33146.88,UPI,1.0
ORD045621,15022.34,UPI,1.0
ORD045622,71186.71,UPI,1.0
ORD045623,31739.28,Net Banking,1.0
ORD045624,40151.4,EMI,3.0
ORD045625,3831.94,Cash on Delivery,1.0
ORD045626,23030.83,Debit Card,1.0
ORD045627,55931.8,UPI,1.0
ORD045628,10011.76,UPI,1.0
ORD045629,55125.1,UPI,1.0
ORD045630,33726.54,Credit Card,1.0
ORD045631,68079.06,Debit Card,1.0
ORD045632,8658.04,UPI,1.0
ORD045633,43647.36,Cash on Delivery,1.0
ORD045634,47429.13,Net Banking,1.0
ORD045635,86538.68,EMI,3.0
ORD045636,34425.06,Wallet,1.0
ORD045637,32149.11,Cash on Delivery,
ORD045638,35741.03,Credit Card,1.0
ORD045639,67348.03,EMI,6.0
ORD045640,53021.32,Debit Card,1.0
ORD045641,53403.45,UPI,1.0
ORD045642,72891.8,Net Banking,1.0
ORD045643,5138.85,Net Banking,1.0
ORD045644,46193.58,Cash on Delivery,1.0
ORD045645,25392.78,Cash on Delivery,1.0
ORD045646,95615.59,Cash on Delivery,1.0
ORD045647,81876.88,Debit Card,1.0
ORD045648,45703.51,Debit Card,1.0
ORD045649,68322.76,UPI,1.0
ORD045650,18111.96,Debit Card,1.0
ORD045651,18064.61,Wallet,1.0
ORD045652,11421.26,Debit Card,1.0
ORD045653,34932.89,Net Banking,1.0
ORD045654,56817.8,UPI,1.0
ORD045655,56136.06,UPI,1.0
ORD045656,7946.3,UPI,1.0
ORD045657,21244.8,Debit Card,1.0
ORD045658,10991.1,UPI,1.0
ORD045659,11757.8,Debit Card,1.0
ORD045660,6863.98,EMI,6.0
ORD045661,63573.11,Cash on Delivery,1.0
ORD045662,22832.43,Debit Card,1.0
ORD045663,24773.74,UPI,1.0
ORD045664,41231.34,Wallet,1.0
ORD045665,76745.28,Debit Card,
ORD045666,30779.6,Credit Card,1.0
ORD045667,84348.24,Debit Card,1.0
ORD045668,20239.48,Debit Card,1.0
ORD045669,14582.58,Cash on Delivery,1.0
ORD045670,7270.41,Credit Card,1.0
ORD045671,48462.72,Debit Card,1.0
ORD045672,98010.49,Debit Card,1.0
ORD045673,,Net Banking,1.0
ORD045674,36116.92,Debit Card,1.0
ORD045675,39277.86,Cash on Delivery,1.0
ORD045676,104519.81,Net Banking,1.0
ORD045677,56019.8,UPI,1.0
ORD045678,33908.01,Credit Card,1.0
ORD045679,3399.24,Debit Card,1.0
ORD045680,33482.59,UPI,1.0
ORD045681,,UPI,
ORD045682,16377.63,UPI,1.0
ORD045683,15049.23,Net Banking,1.0
ORD045684,44017.58,Cash on Delivery,1.0
ORD045685,50089.05,UPI,1.0
ORD045686,41685.02,Debit Card,1.0
ORD045687,23674.2,Net Banking,1.0
ORD045688,8591.39,UPI,1.0
ORD045689,43663.26,Cash on Delivery,1.0
ORD045690,16649.22,Debit Card,1.0
ORD045691,120718.81,UPI,1.0
ORD045692,22020.72,UPI,1.0
ORD045693,54462.25,Cash on Delivery,1.0
ORD045694,6220.63,UPI,1.0
ORD045695,18288.16,UPI,1.0
ORD045696,41270.09,UPI,1.0
ORD045697,8225.01,Cash on Delivery,1.0
ORD045698,49607.15,UPI,1.0
ORD045699,4259.36,Credit Card,1.0
ORD045700,92789.62,Credit Card,1.0
ORD045701,16704.3,Wallet,1.0
ORD045702,56803.12,UPI,1.0
ORD045703,61557.09,Debit Card,1.0
ORD045704,,Cash on Delivery,1.0
ORD045705,76832.15,Debit Card,1.0
ORD045706,29133.9,Debit Card,1.0
ORD045707,17993.46,UPI,1.0
ORD045708,12787.95,UPI,1.0
ORD045709,33817.77,Cash on Delivery,1.0
ORD045710,19248.99,Debit Card,1.0
ORD045711,15523.92,UPI,1.0
ORD045712,24721.8,Cash on Delivery,1.0
ORD045713,23940.88,Debit Card,1.0
ORD045714,61467.36,UPI,1.0
ORD045715,19025.16,Wallet,1.0
ORD045716,21383.97,Cash on Delivery,1.0
ORD045717,21099.99,Cash on Delivery,1.0
ORD045718,63343.36,Debit Card,1.0
ORD045719,84283.84,UPI,1.0
ORD045720,20560.02,Credit Card,1.0
ORD045721,91381.59,Credit Card,1.0
ORD045722,61294.1,UPI,1.0
ORD045723,14995.75,UPI,1.0
ORD045724,69535.16,Debit Card,1.0
ORD045725,54018.94,UPI,1.0
ORD045726,10213.08,UPI,1.0
ORD045727,6589.94,UPI,1.0
ORD045728,77260.99,Credit Card,1.0
ORD045729,71503.28,Credit Card,1.0
ORD045730,73961.25,UPI,1.0
ORD045731,53095.9,UPI,1.0
ORD045732,11216.84,Cash on Delivery,1.0
ORD045733,253.62,Net Banking,1.0
ORD045734,5175.11,UPI,1.0
ORD045735,66385.86,Credit Card,1.0
ORD045736,68326.72,UPI,1.0
ORD045737,90986.2,Debit Card,1.0
ORD045738,4051.14,Credit Card,1.0
ORD045739,20369.42,UPI,1.0
ORD045740,43672.53,Debit Card,1.0
ORD045741,20839.52,UPI,1.0
ORD045742,58136.19,UPI,1.0
ORD045743,26243.31,Credit Card,1.0
ORD045744,2639.44,,12.0
ORD045745,37374.64,Debit Card,1.0
ORD045746,47373.17,UPI,1.0
ORD045747,27480.8,UPI,1.0
ORD045748,19165.51,Net Banking,1.0
ORD045749,49193.68,Cash on Delivery,1.0
ORD045750,36744.18,UPI,1.0
ORD045751,79122.04,Debit Card,1.0
ORD045752,78771.16,Debit Card,1.0
ORD045753,38508.03,UPI,1.0
ORD045754,15806.57,Cash on Delivery,1.0
ORD045755,67950.37,UPI,1.0
ORD045756,1624.59,EMI,9.0
ORD045757,253.3,Cash on Delivery,1.0
ORD045758,17203.76,,1.0
ORD045759,57935.92,UPI,1.0
ORD045760,18667.37,Net Banking,1.0
ORD045761,51026.09,Debit Card,1.0
ORD045762,4586.8,UPI,1.0
ORD045763,22827.45,Net Banking,1.0
ORD045764,79633.73,Net Banking,1.0
ORD045765,76206.3,Net Banking,1.0
ORD045766,50335.02,,1.0
ORD045767,54580.12,Net Banking,1.0
ORD045768,19453.44,UPI,1.0
ORD045769,5099.57,Credit Card,1.0
ORD045770,67436.63,UPI,1.0
ORD045771,107751.89,Debit Card,1.0
ORD045772,12113.16,UPI,1.0
ORD045773,50003.6,Cash on Delivery,1.0
ORD045774,,Cash on Delivery,
ORD045775,39614.36,UPI,1.0
ORD045776,13908.54,UPI,1.0
ORD045777,596.15,Debit Card,1.0
ORD045778,8581.44,Debit Card,1.0
ORD045779,34237.68,UPI,1.0
ORD045780,37127.22,Net Banking,1.0
ORD045781,19323.17,UPI,1.0
ORD045782,59546.44,Wallet,1.0
ORD045783,66974.03,Cash on Delivery,1.0
ORD045784,32161.73,UPI,1.0
ORD045785,34948.61,UPI,1.0
ORD045786,18511.68,Credit Card,1.0
ORD045787,41787.39,Debit Card,1.0
ORD045788,33478.48,Credit Card,1.0
ORD045789,22154.58,Debit Card,1.0
ORD045790,21307.04,UPI,1.0
ORD045791,11228.97,Cash on Delivery,1.0
ORD045792,19649.93,Credit Card,1.0
ORD045793,46625.88,UPI,1.0
ORD045794,9139.84,UPI,1.0
ORD045795,,Cash on Delivery,1.0
ORD045796,42939.16,Net Banking,1.0
ORD045797,125961.19,UPI,1.0
ORD045798,72078.8,Cash on Delivery,1.0
ORD045799,23574.5,Debit Card,1.0
ORD045800,41255.8,UPI,1.0
ORD045801,59446.08,Debit Card,1.0
ORD045802,21268.47,Credit Card,1.0
ORD045803,102295.04,,1.0
ORD045804,14955.57,UPI,1.0
ORD045805,20040.19,Debit Card,1.0
ORD045806,15244.36,UPI,1.0
ORD045807,25184.74,Credit Card,1.0
ORD045808,72566.34,Debit Card,1.0
ORD045809,55776.26,UPI,1.0
ORD045810,6396.96,Credit Card,1.0
ORD045811,8023.61,UPI,1.0
ORD045812,22408.77,EMI,6.0
ORD045813,41865.04,UPI,1.0
ORD045814,72647.36,Cash on Delivery,1.0
ORD045815,73033.6,UPI,1.0
ORD045816,11861.38,UPI,1.0
ORD045817,49075.86,UPI,1.0
ORD045818,,UPI,
ORD045819,10158.45,UPI,1.0
ORD045820,38818.31,UPI,1.0
ORD045821,18582.86,EMI,12.0
ORD045822,11513.58,EMI,12.0
ORD045823,72476.44,UPI,1.0
ORD045824,14359.68,Wallet,1.0
ORD045825,38936.64,UPI,1.0
ORD045826,41131.25,UPI,1.0
ORD045827,21169.7,UPI,1.0
ORD045828,14970.83,Cash on Delivery,1.0
ORD045829,14411.88,Debit Card,1.0
ORD045830,86523.52,UPI,1.0
ORD045831,50627.78,UPI,1.0
ORD045832,21394.07,Debit Card,1.0
ORD045833,26692.14,Net Banking,1.0
ORD045834,11933.59,UPI,1.0
ORD045835,26855.94,Cash on Delivery,1.0
ORD045836,22670.3,UPI,1.0
ORD045837,42249.05,Debit Card,1.0
ORD045838,71689.57,EMI,6.0
ORD045839,9791.94,UPI,1.0
ORD045840,49644.87,UPI,1.0
ORD045841,54558.45,UPI,1.0
ORD045842,,UPI,1.0
ORD045843,123619.62,UPI,1.0
ORD045844,50515.23,Debit Card,1.0
ORD045845,40898.79,Credit Card,1.0
ORD045846,32921.87,UPI,1.0
ORD045847,30556.4,UPI,1.0
ORD045848,110266.51,Net Banking,1.0
ORD045849,87132.05,Credit Card,1.0
ORD045850,68784.41,Credit Card,1.0
ORD045851,24850.58,Net Banking,1.0
ORD045852,58661.7,Debit Card,1.0
ORD045853,85840.3,Debit Card,1.0
ORD045854,79903.88,UPI,1.0
ORD045855,72151.92,EMI,
ORD045856,33109.16,Credit Card,1.0
ORD045857,23366.36,UPI,1.0
ORD045858,23547.46,Cash on Delivery,1.0
ORD045859,22412.07,Debit Card,1.0
ORD045860,42884.3,UPI,1.0
ORD045861,35796.96,Cash on Delivery,1.0
ORD045862,49158.42,UPI,1.0
ORD045863,10135.46,UPI,1.0
ORD045864,3092.66,UPI,1.0
ORD045865,57948.06,UPI,1.0
ORD045866,19298.67,Debit Card,1.0
ORD045867,6118.17,Debit Card,1.0
ORD045868,62440.21,UPI,1.0
ORD045869,7857.25,Net Banking,1.0
ORD045870,97080.2,Wallet,1.0
ORD045871,58373.36,Credit Card,1.0
ORD045872,42651.08,UPI,1.0
ORD045873,11331.11,UPI,1.0
ORD045874,21862.49,UPI,1.0
ORD045875,59582.24,Debit Card,1.0
ORD045876,15129.96,UPI,1.0
ORD045877,67286.79,Debit Card,1.0
ORD045878,18268.68,Debit Card,1.0
ORD045879,72231.48,Debit Card,1.0
ORD045880,23724.27,EMI,12.0
ORD045881,1738.12,UPI,1.0
ORD045882,39513.65,Wallet,1.0
ORD045883,37095.12,UPI,1.0
ORD045884,6095.66,UPI,1.0
ORD045885,10968.24,Net Banking,1.0
ORD045886,25879.48,Credit Card,1.0
ORD045887,,UPI,1.0
ORD045888,13879.78,Debit Card,1.0
ORD045889,54753.15,Debit Card,1.0
ORD045890,20573.68,Credit Card,1.0
ORD045891,49547.56,Cash on Delivery,1.0
ORD045892,77517.32,Debit Card,1.0
ORD045893,22903.7,UPI,1.0
ORD045894,91767.0,Net Banking,1.0
ORD045895,41869.99,Net Banking,1.0
ORD045896,23903.98,Credit Card,1.0
ORD045897,59499.74,Credit Card,1.0
ORD045898,11023.99,UPI,1.0
ORD045899,9961.18,UPI,1.0
ORD045900,87034.0,Debit Card,1.0
ORD045901,74856.3,UPI,1.0
ORD045902,87564.58,Credit Card,1.0
ORD045903,80277.38,Net Banking,1.0
ORD045904,14229.36,Cash on Delivery,1.0
ORD045905,2548.12,EMI,3.0
ORD045906,16570.95,Cash on Delivery,1.0
ORD045907,10699.52,Cash on Delivery,1.0
ORD045908,20797.79,UPI,1.0
ORD045909,61192.56,UPI,1.0
ORD045910,23847.66,UPI,1.0
ORD045911,10843.33,UPI,1.0
ORD045912,9646.15,Debit Card,1.0
ORD045913,54837.68,Cash on Delivery,1.0
ORD045914,57390.54,EMI,6.0
ORD045915,20832.54,UPI,1.0
ORD045916,17938.61,UPI,1.0
ORD045917,7997.1,UPI,1.0
ORD045918,78918.96,UPI,1.0
ORD045919,,Cash on Delivery,1.0
ORD045920,13501.13,UPI,1.0
ORD045921,38993.04,EMI,9.0
ORD045922,135168.34,UPI,1.0
ORD045923,6736.36,Cash on Delivery,1.0
ORD045924,44035.33,Debit Card,1.0
ORD045925,34500.58,UPI,1.0
ORD045926,72377.01,Net Banking,1.0
ORD045927,50246.89,Debit Card,1.0
ORD045928,53320.05,UPI,1.0
ORD045929,7196.58,UPI,1.0
ORD045930,17097.81,Credit Card,1.0
ORD045931,33816.63,Cash on Delivery,1.0
ORD045932,21695.79,UPI,1.0
ORD045933,64561.88,UPI,1.0
ORD045934,25423.13,Net Banking,1.0
ORD045935,3299.48,Cash on Delivery,1.0
ORD045936,8507.8,Net Banking,1.0
ORD045937,11920.17,Debit Card,1.0
ORD045938,5438.83,Debit Card,1.0
ORD045939,8882.06,Cash on Delivery,1.0
ORD045940,79962.32,EMI,3.0
ORD045941,46207.36,UPI,1.0
ORD045942,55944.28,Net Banking,1.0
ORD045943,44570.85,UPI,1.0
ORD045944,86802.23,,1.0
ORD045945,29372.16,UPI,1.0
ORD045946,28516.17,Net Banking,1.0
ORD045947,88051.1,Debit Card,1.0
ORD045948,33901.43,Credit Card,1.0
ORD045949,10472.19,Wallet,1.0
ORD045950,45248.44,UPI,1.0
ORD045951,98415.6,Debit Card,1.0
ORD045952,31465.15,Credit Card,1.0
ORD045953,1334.96,EMI,9.0
ORD045954,20861.43,Cash on Delivery,1.0
ORD045955,32742.13,UPI,1.0
ORD045956,32866.22,UPI,1.0
ORD045957,16614.89,UPI,1.0
ORD045958,51096.85,Net Banking,1.0
ORD045959,,Credit Card,1.0
ORD045960,29549.14,EMI,6.0
ORD045961,81758.33,UPI,1.0
ORD045962,94914.81,UPI,1.0
ORD045963,9884.19,Debit Card,1.0
ORD045964,76480.3,Credit Card,1.0
ORD045965,49257.92,Credit Card,1.0
ORD045966,10381.64,Cash on Delivery,1.0
ORD045967,532.58,Cash on Delivery,1.0
ORD045968,38946.31,Credit Card,1.0
ORD045969,47697.22,UPI,1.0
ORD045970,9694.61,UPI,1.0
ORD045971,9254.46,,9.0
ORD045972,53385.44,UPI,1.0
ORD045973,26738.75,UPI,1.0
ORD045974,,Credit Card,1.0
ORD045975,41968.48,,1.0
ORD045976,10781.93,Credit Card,1.0
ORD045977,7358.68,UPI,1.0
ORD045978,40590.24,UPI,1.0
ORD045979,15421.01,Debit Card,1.0
ORD045980,62299.87,Credit Card,1.0
ORD045981,12431.23,UPI,1.0
ORD045982,22913.8,Cash on Delivery,1.0
ORD045983,23727.72,Debit Card,
ORD045984,58218.99,Credit Card,1.0
ORD045985,5151.35,EMI,9.0
ORD045986,10856.0,UPI,1.0
ORD045987,7771.27,Debit Card,1.0
ORD045988,24257.97,UPI,1.0
ORD045989,4514.2,Net Banking,1.0
ORD045990,67718.98,Credit Card,1.0
ORD045991,106651.2,,1.0
ORD045992,43780.38,UPI,1.0
ORD045993,34039.92,UPI,1.0
ORD045994,128741.01,EMI,3.0
ORD045995,5823.26,,1.0
ORD045996,18772.19,Credit Card,1.0
ORD045997,30778.12,UPI,1.0
ORD045998,44467.14,Cash on Delivery,1.0
ORD045999,45129.03,Net Banking,1.0
ORD046000,107192.44,UPI,1.0
ORD046001,11337.97,Cash on Delivery,1.0
ORD046002,36137.1,Cash on Delivery,1.0
ORD046003,4523.2,UPI,1.0
ORD046004,,UPI,1.0
ORD046005,20893.06,UPI,1.0
ORD046006,10198.62,Wallet,1.0
ORD046007,21683.42,Credit Card,1.0
ORD046008,77769.08,UPI,1.0
ORD046009,27875.97,Wallet,1.0
ORD046010,111269.23,Debit Card,1.0
ORD046011,12248.64,UPI,1.0
ORD046012,10309.0,Debit Card,1.0
ORD046013,2970.0,Net Banking,1.0
ORD046014,8064.16,UPI,1.0
ORD046015,29113.06,UPI,1.0
ORD046016,41675.16,UPI,1.0
ORD046017,59484.68,Cash on Delivery,1.0
ORD046018,1557.88,Cash on Delivery,1.0
ORD046019,73896.48,Debit Card,1.0
ORD046020,9845.27,Debit Card,1.0
ORD046021,56620.89,Credit Card,1.0
ORD046022,34675.0,UPI,1.0
ORD046023,87392.72,UPI,1.0
ORD046024,27389.52,UPI,1.0
ORD046025,,UPI,1.0
ORD046026,31882.08,Net Banking,1.0
ORD046027,27897.99,EMI,12.0
ORD046028,32107.18,Debit Card,1.0
ORD046029,42711.4,UPI,1.0
ORD046030,24664.74,UPI,1.0
ORD046031,9621.57,Net Banking,1.0
ORD046032,15759.89,UPI,1.0
ORD046033,9504.5,UPI,1.0
ORD046034,36497.56,Net Banking,1.0
ORD046035,48423.4,Cash on Delivery,1.0
ORD046036,72340.2,UPI,1.0
ORD046037,76594.09,Credit Card,1.0
ORD046038,48197.23,UPI,1.0
ORD046039,52645.78,UPI,1.0
ORD046040,106352.61,Credit Card,1.0
ORD046041,56556.84,Cash on Delivery,1.0
ORD046042,788.5,Debit Card,1.0
ORD046043,25875.12,UPI,1.0
ORD046044,6622.82,Credit Card,1.0
ORD046045,51363.58,Cash on Delivery,1.0
ORD046046,,UPI,1.0
ORD046047,47554.5,Debit Card,1.0
ORD046048,11166.32,UPI,1.0
ORD046049,3408.0,UPI,1.0
ORD046050,11196.47,Debit Card,1.0
ORD046051,17725.93,UPI,1.0
ORD046052,23379.1,Cash on Delivery,1.0
ORD046053,29821.11,Wallet,1.0
ORD046054,70771.94,Cash on Delivery,1.0
ORD046055,11583.26,EMI,6.0
ORD046056,87831.66,Credit Card,1.0
ORD046057,33721.04,UPI,1.0
ORD046058,54269.34,Credit Card,1.0
ORD046059,55790.42,EMI,12.0
ORD046060,3264.21,UPI,1.0
ORD046061,11824.48,EMI,6.0
ORD046062,49666.11,Credit Card,1.0
ORD046063,21818.8,Cash on Delivery,1.0
ORD046064,18919.65,Wallet,1.0
ORD046065,7642.25,Cash on Delivery,1.0
ORD046066,59080.8,UPI,1.0
ORD046067,2267.73,Net Banking,1.0
ORD046068,,Credit Card,1.0
ORD046069,17204.88,Credit Card,1.0
ORD046070,75268.1,EMI,3.0
ORD046071,30689.25,Debit Card,1.0
ORD046072,84022.17,UPI,1.0
ORD046073,45782.53,UPI,1.0
ORD046074,48745.58,UPI,1.0
ORD046075,5646.93,Credit Card,1.0
ORD046076,,UPI,1.0
ORD046077,4416.28,Cash on Delivery,
ORD046078,100110.12,UPI,1.0
ORD046079,9728.14,UPI,1.0
ORD046080,20299.0,Debit Card,1.0
ORD046081,5156.28,UPI,1.0
ORD046082,5605.32,Cash on Delivery,1.0
ORD046083,54796.47,Credit Card,1.0
ORD046084,71750.88,Credit Card,1.0
ORD046085,9333.66,Debit Card,1.0
ORD046086,2849.56,Cash on Delivery,1.0
ORD046087,68098.48,Net Banking,1.0
ORD046088,33068.13,UPI,1.0
ORD046089,32462.92,Net Banking,1.0
ORD046090,3806.44,Wallet,1.0
ORD046091,3586.86,Credit Card,1.0
ORD046092,,UPI,1.0
ORD046093,45118.9,,1.0
ORD046094,10087.37,Net Banking,1.0
ORD046095,4256.61,Net Banking,1.0
ORD046096,7907.13,UPI,1.0
ORD046097,62778.66,UPI,1.0
ORD046098,44848.15,EMI,12.0
ORD046099,15246.63,UPI,1.0
ORD046100,59053.26,Net Banking,1.0
ORD046101,13685.42,Net Banking,1.0
ORD046102,49129.62,UPI,1.0
ORD046103,40960.44,UPI,1.0
