seller_id,seller_name,seller_city,seller_state,seller_pincode,seller_rating
SEL0780,Ishaan Joshi Store,Ambala,Haryana,547309,4.6
SEL0781,Anjali Verma Store,Indore,Madhya Pradesh,535711,3.6
SEL0782,Zara Das Store,Bengaluru,Karnataka,946358,4.1
SEL0783,Neha Reddy Store,Rohini,Delhi,390867,4.6
SEL0784,Amit Sharma Store,Nizamabad,Telangana,334524,3.3
SEL0785,Nisha Chopra Store,Thiruvananthapuram,Kerala,241105,3.9
SEL0786,Pooja Reddy Store,Lucknow,Uttar Pradesh,511919,2.6
SEL0787,Vikram Das Store,Salem,Tamil Nadu,456931,3.1
SEL0788,Nisha Das Store,Ahmedabad,Gujarat,378565,2.8
SEL0789,Pankaj Reddy Store,Durgapur,West Bengal,322016,4.1
SEL0790,Sunita Mishra Store,Gurugram,Haryana,685525,3.1
SEL0791,Omkar Mehta Store,Gwalior,Madhya Pradesh,630251,4.4
SEL0792,Sneha Tiwari Store,Asansol,West Bengal,493521,4.4
SEL0793,Pooja Gupta Store,Nashik,Maharashtra,150609,
SEL0794,Ravi Pandey Store,Kolkata,West Bengal,334187,2.8
SEL0795,Rohit Kumar Store,Hyderabad,Telangana,267612,3.8
SEL0796,Sunita Pandey Store,Salem,Tamil Nadu,735793,4.2
SEL0797,Zara Patel Store,Nashik,Maharashtra,941929,3.3
SEL0798,Riya Verma Store,Howrah,West Bengal,452554,3.2
SEL0799,Deepak Pandey Store,Khammam,Telangana,164858,4.3
SEL0800,Kiran Pandey Store,Thiruvananthapuram,Kerala,618139,3.4
SEL0801,Anjali Naidu Store,Kota,Rajasthan,636201,3.1
SEL0802,Vikram Iyer Store,Bhubaneswar,Odisha,800123,3.9
SEL0803,Aarav Verma Store,Lucknow,Uttar Pradesh,334079,4.1
SEL0804,Varun Iyer Store,Asansol,West Bengal,521958,4.4
SEL0805,Mohan Tiwari Store,Panipat,Haryana,656310,2.6
SEL0806,Neha Agarwal Store,Ajmer,Rajasthan,530885,2.9
SEL0807,Sneha Naidu Store,Muzaffarpur,Bihar,562474,4.4
SEL0808,Deepak Mehta Store,Cuttack,Odisha,359271,3.8
SEL0809,Pankaj Iyer Store,Belagavi,Karnataka,163142,4.5
SEL0810,Pankaj Pillai Store,Ujjain,Madhya Pradesh,571648,3.6
SEL0811,Tarun Saxena Store,Madurai,Tamil Nadu,257663,3.6
SEL0812,Vikram Gupta Store,Mysuru,Karnataka,476833,3.4
SEL0813,Nikhil Rao Store,Gandhinagar,Gujarat,652645,
SEL0814,Divya Iyer Store,Kochi,Kerala,806911,4.0
SEL0815,Deepak Das Store,Mumbai,Maharashtra,567576,3.5
SEL0816,Manish Das Store,Kota,Rajasthan,509289,3.0
SEL0817,Ishaan Sharma Store,Jalandhar,Punjab,795947,2.5
SEL0818,Rajesh Bose Store,Khammam,Telangana,921365,2.7
SEL0819,Aarav Pillai Store,Madurai,Tamil Nadu,819945,2.8
SEL0820,Aisha Shah Store,Bhopal,Madhya Pradesh,315831,
SEL0821,Pooja Chopra Store,Thiruvananthapuram,Kerala,775207,4.4
SEL0822,Rahul Kumar Store,Mangaluru,Karnataka,151081,3.6
SEL0823,Vikram Pandey Store,Ajmer,Rajasthan,737195,3.5
SEL0824,Ishaan Patel Store,Bengaluru,Karnataka,585752,2.8
SEL0825,Ravi Verma Store,Bhagalpur,Bihar,426735,4.8
SEL0826,Mohan Patel Store,Bhopal,Madhya Pradesh,261002,4.3
SEL0827,Amit Mishra Store,Hisar,Haryana,951154,3.5
SEL0828,Vikram Singh Store,Belagavi,Karnataka,615138,2.7
SEL0829,Gaurav Agarwal Store,Sambalpur,Odisha,893964,4.6
SEL0830,Rajesh Mehta Store,Mangaluru,Karnataka,303853,
SEL0831,Priya Shah Store,Gurugram,Haryana,486868,4.2
SEL0832,Neha Saxena Store,Kota,Rajasthan,799452,3.3
SEL0833,Ishaan Naidu Store,Gandhinagar,Gujarat,130864,4.6
SEL0834,Ishaan Nair Store,Patna,Bihar,103275,4.0
SEL0835,Aisha Gupta Store,Coimbatore,Tamil Nadu,333834,3.1
SEL0836,Riya Saxena Store,Ujjain,Madhya Pradesh,950401,2.5
SEL0837,Kavya Pillai Store,Ujjain,Madhya Pradesh,422983,3.0
SEL0838,Aditi Naidu Store,Thrissur,Kerala,241437,3.4
SEL0839,Tanvi Shah Store,Warangal,Telangana,959608,4.3
SEL0840,Tanvi Agarwal Store,Coimbatore,Tamil Nadu,479813,3.0
SEL0841,Pooja Gupta Store,Kozhikode,Kerala,145579,3.2
SEL0842,Varun Pillai Store,Asansol,West Bengal,734176,3.6
SEL0843,Ishaan Iyer Store,Aurangabad,Maharashtra,691828,2.6
SEL0844,Tarun Shah Store,Udaipur,Rajasthan,199177,
SEL0845,Zara Reddy Store,Jodhpur,Rajasthan,656704,2.7
SEL0846,Anjali Bose Store,Thiruvananthapuram,Kerala,588034,4.3
SEL0847,Arjun Kumar Store,Tiruchirappalli,Tamil Nadu,975772,3.2
SEL0848,Amit Nair Store,Asansol,West Bengal,585509,3.6
SEL0849,Suresh Mehta Store,Bathinda,Punjab,473185,3.5
SEL0850,Nisha Pandey Store,Saket,Delhi,169854,3.1
SEL0851,Suresh Shah Store,Bhubaneswar,Odisha,289636,3.1
SEL0852,Divya Mehta Store,Gurugram,Haryana,251881,4.9
SEL0853,Vikram Pandey Store,Ujjain,Madhya Pradesh,948916,3.3
SEL0854,Varun Kumar Store,Saket,Delhi,151815,3.0
SEL0855,Zara Verma Store,Agra,Uttar Pradesh,101192,3.1
SEL0856,Pooja Pillai Store,Aurangabad,Maharashtra,139930,4.2
SEL0857,Riya Saxena Store,Salem,Tamil Nadu,340969,3.3
SEL0858,Deepak Bose Store,Chennai,Tamil Nadu,306399,2.9
SEL0859,Meera Mehta Store,Asansol,West Bengal,921353,3.5
SEL0860,Kavya Pillai Store,Lucknow,Uttar Pradesh,731468,2.8
SEL0861,Nisha Sharma Store,Hisar,Haryana,252364,3.5
SEL0862,Rohit Nair Store,Tiruchirappalli,Tamil Nadu,379759,4.7
SEL0863,Priya Gupta Store,Patiala,Punjab,131079,3.4
SEL0864,Priya Pillai Store,Sambalpur,Odisha,223279,
SEL0865,Rajesh Kumar Store,Jalandhar,Punjab,938223,4.5
SEL0866,Varun Verma Store,Bengaluru,Karnataka,583099,3.8
SEL0867,Kiran Reddy Store,Indore,Madhya Pradesh,996921,2.6
SEL0868,Amit Pandey Store,Hisar,Haryana,650165,3.0
SEL0869,Arjun Pillai Store,Siliguri,West Bengal,395361,4.7
SEL0870,Kavya Kumar Store,Khammam,Telangana,477019,4.5
SEL0871,Aisha Patel Store,Kota,Rajasthan,341314,4.4
SEL0872,Priya Gupta Store,Gandhinagar,Gujarat,663003,3.9
SEL0873,Rajesh Sharma Store,Ajmer,Rajasthan,466550,
SEL0874,Suresh Pandey Store,Nagpur,Maharashtra,329437,4.2
SEL0875,Rajesh Gupta Store,Faridabad,Haryana,447972,4.2
SEL0876,Gaurav Rao Store,Hyderabad,Telangana,341158,4.1
SEL0877,Amit Bose Store,Hisar,Haryana,704880,3.8
SEL0878,Pankaj Patel Store,New Delhi,Delhi,,3.1
SEL0879,Sneha Rao Store,Hisar,Haryana,978477,3.6
SEL0880,Ananya Kumar Store,Siliguri,West Bengal,841668,3.8
SEL0881,Vikram Mehta Store,Agra,Uttar Pradesh,518480,3.0
SEL0882,Priya Patel Store,Bathinda,Punjab,712375,3.1
SEL0883,Yasmin Reddy Store,Agra,Uttar Pradesh,258459,4.5
SEL0884,Tanvi Das Store,Nashik,Maharashtra,874685,3.3
SEL0885,Rajesh Naidu Store,Kota,Rajasthan,658426,4.9
SEL0886,Nisha Pillai Store,Gwalior,Madhya Pradesh,865978,3.6
SEL0887,Manish Bose Store,Bhagalpur,Bihar,446890,4.0
SEL0888,Ravi Pillai Store,Nizamabad,Telangana,922811,3.8
SEL0889,Rohit Chopra Store,Rohini,Delhi,268235,3.7
SEL0890,Riya Verma Store,Nagpur,Maharashtra,103901,4.7
SEL0891,Tarun Gupta Store,Rourkela,Odisha,910766,2.7
SEL0892,Kiran Gupta Store,Mumbai,Maharashtra,524492,3.4
SEL0893,Arjun Kumar Store,Indore,Madhya Pradesh,848067,3.2
SEL0894,Arjun Nair Store,Cuttack,Odisha,478133,3.3
SEL0895,Aarav Patel Store,Khammam,Telangana,920565,
SEL0896,Omkar Agarwal Store,Siliguri,West Bengal,,2.7
SEL0897,Vikram Shah Store,Nagpur,Maharashtra,205786,3.2
SEL0898,Priya Iyer Store,Kollam,Kerala,257370,4.3
SEL0899,Rahul Reddy Store,Rourkela,Odisha,169334,3.1
SEL0900,Ananya Iyer Store,Rajkot,Gujarat,776581,4.6
SEL0901,Kiran Shah Store,Ludhiana,Punjab,391292,3.3
SEL0902,Rohit Sharma Store,Kota,Rajasthan,136800,2.8
SEL0903,Aarav Tiwari Store,Kolkata,West Bengal,131110,3.8
SEL0904,Suresh Tiwari Store,Hisar,Haryana,153477,3.8
SEL0905,Manish Reddy Store,Pune,Maharashtra,707010,2.6
SEL0906,Rohit Agarwal Store,Surat,Gujarat,878237,4.3
SEL0907,Zara Kumar Store,Madurai,Tamil Nadu,857788,2.9
SEL0908,Aisha Rao Store,Rourkela,Odisha,977114,
SEL0909,Tarun Joshi Store,Chennai,Tamil Nadu,830944,3.9
SEL0910,Manish Patel Store,Khammam,Telangana,596292,4.7
SEL0911,Neha Shah Store,Tiruchirappalli,Tamil Nadu,308808,2.6
SEL0912,Kavya Shah Store,Rourkela,Odisha,103487,4.6
SEL0913,Ishaan Singh Store,Bhubaneswar,Odisha,539292,4.4
SEL0914,Mohan Malhotra Store,Kozhikode,Kerala,471322,2.9
SEL0915,Aditi Pandey Store,Amritsar,Punjab,920498,3.4
SEL0916,Varun Mehta Store,Warangal,Telangana,880904,4.8
SEL0917,Kavya Mishra Store,Vadodara,Gujarat,787133,2.9
SEL0918,Rohit Shah Store,Warangal,Telangana,178304,2.8
SEL0919,Kavya Kumar Store,Jodhpur,Rajasthan,147911,4.3
SEL0920,Aarav Tiwari Store,Panipat,Haryana,942325,3.7
SEL0921,Rahul Agarwal Store,Patna,Bihar,249408,3.2
SEL0922,Vikram Chopra Store,Berhampur,Odisha,343426,
SEL0923,Nikhil Nair Store,Dwarka,Delhi,806468,4.3
SEL0924,Manish Rao Store,Howrah,West Bengal,619499,3.6
SEL0925,Riya Verma Store,Mangaluru,Karnataka,511265,3.1
SEL0926,Sanjay Das Store,Pune,Maharashtra,188095,4.9
SEL0927,Rajesh Pandey Store,Kochi,Kerala,718645,3.9
SEL0928,Riya Naidu Store,Patiala,Punjab,107454,3.4
SEL0929,Yasmin Pandey Store,Bhubaneswar,Odisha,772041,4.3
SEL0930,Nikhil Rao Store,Howrah,West Bengal,671914,3.7
SEL0931,Amit Bose Store,Dwarka,Delhi,713497,2.5
SEL0932,Nisha Patel Store,Darbhanga,Bihar,185240,4.6
SEL0933,Arjun Gupta Store,Chennai,Tamil Nadu,944043,2.7
SEL0934,Ishaan Iyer Store,Ludhiana,Punjab,843360,5.0
SEL0935,Manish Singh Store,Jodhpur,Rajasthan,618109,3.4
SEL0936,Deepak Pillai Store,Siliguri,West Bengal,572383,3.8
SEL0937,Arjun Das Store,Patiala,Punjab,471267,5.0
SEL0938,Ravi Chopra Store,Jabalpur,Madhya Pradesh,,3.2
SEL0939,Lakshmi Nair Store,Saket,Delhi,550216,3.7
SEL0940,Anjali Singh Store,Cuttack,Odisha,684855,4.4
SEL0941,Nisha Bose Store,Rohini,Delhi,791832,3.7
SEL0942,Mohan Rao Store,Gurugram,Haryana,552090,3.3
SEL0943,Rahul Reddy Store,Mumbai,Maharashtra,711255,2.8
SEL0944,Pooja Rao Store,Nizamabad,Telangana,306134,3.8
SEL0945,Tarun Chopra Store,Cuttack,Odisha,289907,3.9
SEL0946,Vikram Singh Store,Kochi,Kerala,319443,3.1
SEL0947,Sneha Chopra Store,Patna,Bihar,814298,3.3
SEL0948,Zara Reddy Store,Asansol,West Bengal,678682,3.2
SEL0949,Sneha Tiwari Store,Ghaziabad,Uttar Pradesh,863726,3.6
SEL0950,Gaurav Sharma Store,Khammam,Telangana,187856,4.5
SEL0951,Ravi Iyer Store,Tiruchirappalli,Tamil Nadu,232229,
SEL0952,Manish Iyer Store,Hubli,Karnataka,258591,
SEL0953,Kiran Mehta Store,Cuttack,Odisha,224612,4.6
SEL0954,Anjali Bose Store,Kanpur,Uttar Pradesh,153272,4.5
SEL0955,Kiran Reddy Store,Ambala,Haryana,216365,4.5
SEL0956,Nikhil Pandey Store,Rajkot,Gujarat,675258,
SEL0957,Varun Nair Store,Belagavi,Karnataka,631142,4.7
SEL0958,Mohan Saxena Store,Pune,Maharashtra,488425,4.3
SEL0959,Anjali Sharma Store,Aurangabad,Maharashtra,412795,2.9
SEL0960,Deepak Reddy Store,Cuttack,Odisha,,2.6
SEL0961,Nikhil Chopra Store,Surat,Gujarat,599625,3.0
SEL0962,Lakshmi Singh Store,Warangal,Telangana,588651,3.4
SEL0963,Vikram Patel Store,Pune,Maharashtra,783876,2.6
SEL0964,Meera Bose Store,Salem,Tamil Nadu,733674,4.4
SEL0965,Lakshmi Agarwal Store,Gandhinagar,Gujarat,937811,4.1
SEL0966,Arjun Chopra Store,Saket,Delhi,551030,4.3
SEL0967,Ishaan Patel Store,Pune,Maharashtra,907173,
SEL0968,Tarun Agarwal Store,Chennai,Tamil Nadu,754431,3.3
SEL0969,Suresh Kumar Store,Hisar,Haryana,620137,3.6
SEL0970,Ananya Mishra Store,Jalandhar,Punjab,978965,4.0
SEL0971,Meera Pandey Store,Cuttack,Odisha,182262,4.5
SEL0972,Yasmin Verma Store,Aurangabad,Maharashtra,,4.9
SEL0973,Lakshmi Gupta Store,Gurugram,Haryana,839844,2.7
SEL0974,Gaurav Das Store,Jalandhar,Punjab,370327,4.1
SEL0975,Tanvi Pillai Store,Patiala,Punjab,265073,2.8
SEL0976,Rajesh Agarwal Store,Darbhanga,Bihar,212738,3.2
SEL0977,Sneha Saxena Store,Thiruvananthapuram,Kerala,841714,4.4
SEL0978,Meera Agarwal Store,Rajkot,Gujarat,701124,5.0
SEL0979,Omkar Das Store,Ludhiana,Punjab,180150,3.8
SEL0980,Nikhil Rao Store,Cuttack,Odisha,996655,3.4
SEL0981,Ananya Reddy Store,Ambala,Haryana,502751,3.0
SEL0982,Aisha Shah Store,Mysuru,Karnataka,732490,
SEL0983,Rajesh Sharma Store,Gandhinagar,Gujarat,976102,4.8
SEL0984,Sanjay Reddy Store,Hisar,Haryana,645516,4.6
SEL0985,Pooja Malhotra Store,Belagavi,Karnataka,986377,
SEL0986,Nikhil Das Store,Chennai,Tamil Nadu,962977,
SEL0987,Ishaan Malhotra Store,Faridabad,Haryana,314950,4.6
SEL0988,Tanvi Rao Store,Rajkot,Gujarat,249695,4.8
SEL0989,Aditi Sharma Store,Kolkata,West Bengal,364881,4.8
SEL0990,Arjun Pandey Store,Berhampur,Odisha,117209,4.2
SEL0991,Varun Das Store,Bengaluru,Karnataka,138755,3.0
SEL0992,Deepak Tiwari Store,Patiala,Punjab,281721,3.3
SEL0993,Ananya Iyer Store,Nagpur,Maharashtra,,3.2
SEL0994,Kiran Joshi Store,Jalandhar,Punjab,640597,2.9
SEL0995,Ananya Chopra Store,Lucknow,Uttar Pradesh,227025,3.1
SEL0996,Aisha Joshi Store,Lucknow,Uttar Pradesh,129499,
SEL0997,Ravi Verma Store,Aurangabad,Maharashtra,526146,4.4
SEL0998,Varun Reddy Store,Agra,Uttar Pradesh,,2.6
SEL0999,Meera Tiwari Store,Hubli,Karnataka,814043,2.9
SEL1000,Riya Rao Store,Berhampur,Odisha,824923,5.0
SEL1001,Arjun Bose Store,Thiruvananthapuram,Kerala,396669,
SEL1002,Kiran Sharma Store,Mysuru,Karnataka,424752,4.1
SEL1003,Arjun Agarwal Store,Ajmer,Rajasthan,777317,3.0
SEL1004,Yasmin Sharma Store,Gandhinagar,Gujarat,191221,3.1
SEL1005,Aarav Patel Store,Bhagalpur,Bihar,152789,3.7
SEL1006,Pankaj Kumar Store,Hyderabad,Telangana,180082,
SEL1007,Aditi Chopra Store,Jabalpur,Madhya Pradesh,,4.1
SEL1008,Vijay Malhotra Store,Bhubaneswar,Odisha,,2.9
SEL1009,Sanjay Pandey Store,Mysuru,Karnataka,172581,3.2
SEL1010,Manish Rao Store,Kochi,Kerala,228350,4.1
SEL1011,Pankaj Pillai Store,Jaipur,Rajasthan,293667,2.7
SEL1012,Manish Naidu Store,Lucknow,Uttar Pradesh,458815,
SEL1013,Nikhil Malhotra Store,Jabalpur,Madhya Pradesh,584442,2.9
SEL1014,Vikram Singh Store,Ambala,Haryana,672869,3.6
SEL1015,Rahul Singh Store,Ajmer,Rajasthan,599371,2.8
SEL1016,Tarun Patel Store,Ahmedabad,Gujarat,661428,4.2
SEL1017,Aarav Singh Store,Pune,Maharashtra,618077,3.3
SEL1018,Aditi Patel Store,Jabalpur,Madhya Pradesh,250692,2.7
SEL1019,Mohan Singh Store,Nashik,Maharashtra,857872,4.0
SEL1020,Neha Pillai Store,Jodhpur,Rajasthan,474332,5.0
SEL1021,Rajesh Bose Store,Panipat,Haryana,110733,4.7
SEL1022,Ishaan Pandey Store,Thiruvananthapuram,Kerala,294523,4.3
SEL1023,Varun Shah Store,Jaipur,Rajasthan,774741,2.5
SEL1024,Tarun Das Store,Ajmer,Rajasthan,554498,4.6
SEL1025,Ravi Chopra Store,Asansol,West Bengal,195165,4.7
SEL1026,Zara Rao Store,Ghaziabad,Uttar Pradesh,284554,2.6
SEL1027,Mohan Malhotra Store,Ghaziabad,Uttar Pradesh,820170,
SEL1028,Sneha Malhotra Store,Mysuru,Karnataka,637256,3.6
SEL1029,Kiran Patel Store,Karimnagar,Telangana,762209,3.5
SEL1030,Rohit Patel Store,Varanasi,Uttar Pradesh,706911,3.2
SEL1031,Kavya Nair Store,Ludhiana,Punjab,799101,3.0
SEL1032,Vijay Shah Store,Bhagalpur,Bihar,326281,3.9
SEL1033,Rajesh Chopra Store,Berhampur,Odisha,824259,4.4
SEL1034,Omkar Tiwari Store,Belagavi,Karnataka,393941,4.8
SEL1035,Tarun Mishra Store,Pune,Maharashtra,728399,3.3
SEL1036,Priya Saxena Store,Kota,Rajasthan,242856,4.3
SEL1037,Riya Agarwal Store,Bathinda,Punjab,503817,4.5
SEL1038,Rohit Pillai Store,Udaipur,Rajasthan,975442,3.7
SEL1039,Aisha Bose Store,Mangaluru,Karnataka,185355,4.8
SEL1040,Suresh Kumar Store,Jodhpur,Rajasthan,123153,2.6
SEL1041,Amit Saxena Store,Rourkela,Odisha,206281,4.8
SEL1042,Aarav Verma Store,Jodhpur,Rajasthan,326266,4.7
SEL1043,Aditi Verma Store,Hisar,Haryana,652970,2.8
SEL1044,Manish Das Store,Rohini,Delhi,,3.6
SEL1045,Neha Naidu Store,Jodhpur,Rajasthan,428998,3.8
SEL1046,Sunita Agarwal Store,Varanasi,Uttar Pradesh,397904,3.5
SEL1047,Anjali Mishra Store,Bhagalpur,Bihar,,4.7
SEL1048,Ananya Mishra Store,Howrah,West Bengal,181702,4.3
SEL1049,Suresh Gupta Store,Varanasi,Uttar Pradesh,355288,2.8
SEL1050,Tanvi Malhotra Store,Lucknow,Uttar Pradesh,,4.8
SEL1051,Ravi Naidu Store,Bhopal,Madhya Pradesh,482976,2.6
SEL1052,Ananya Kumar Store,Jabalpur,Madhya Pradesh,102732,4.0
SEL1053,Omkar Agarwal Store,Mysuru,Karnataka,,3.8
SEL1054,Mohan Naidu Store,Patiala,Punjab,578629,2.7
SEL1055,Arjun Agarwal Store,Agra,Uttar Pradesh,286909,4.2
SEL1056,Arjun Gupta Store,Hubli,Karnataka,924337,4.9
SEL1057,Aditi Malhotra Store,Aurangabad,Maharashtra,476052,3.6
SEL1058,Amit Iyer Store,Kolkata,West Bengal,224548,3.8
SEL1059,Nikhil Naidu Store,Hisar,Haryana,748211,3.5
SEL1060,Aisha Kumar Store,Hyderabad,Telangana,646879,4.7
SEL1061,Rohit Rao Store,Mysuru,Karnataka,265462,
SEL1062,Yasmin Pandey Store,Bengaluru,Karnataka,381427,3.5
SEL1063,Zara Naidu Store,Gurugram,Haryana,736505,4.7
SEL1064,Rajesh Iyer Store,Coimbatore,Tamil Nadu,158900,
SEL1065,Meera Shah Store,Faridabad,Haryana,,3.6
SEL1066,Suresh Sharma Store,Khammam,Telangana,663940,3.1
SEL1067,Sunita Rao Store,Gandhinagar,Gujarat,182258,3.1
SEL1068,Ananya Reddy Store,Nagpur,Maharashtra,526266,4.6
SEL1069,Vikram Reddy Store,Udaipur,Rajasthan,648026,4.3
SEL1070,Riya Singh Store,Coimbatore,Tamil Nadu,732721,2.7
SEL1071,Rohit Malhotra Store,Pune,Maharashtra,117382,4.4
SEL1072,Lakshmi Pillai Store,Cuttack,Odisha,878013,3.9
SEL1073,Aarav Joshi Store,Janakpuri,Delhi,290769,4.5
SEL1074,Nikhil Pillai Store,Khammam,Telangana,852140,4.0
SEL1075,Priya Pandey Store,Kota,Rajasthan,821500,3.4
SEL1076,Sanjay Malhotra Store,Kota,Rajasthan,202255,
SEL1077,Ananya Kumar Store,Mysuru,Karnataka,597251,2.9
SEL1078,Nisha Reddy Store,Sambalpur,Odisha,254710,3.3
SEL1079,Ananya Iyer Store,Hubli,Karnataka,141924,2.6
SEL1080,Neha Bose Store,Panipat,Haryana,284516,3.5
SEL1081,Riya Mishra Store,Bathinda,Punjab,607655,2.7
SEL1082,Arjun Agarwal Store,Gaya,Bihar,571958,4.2
SEL1083,Sunita Patel Store,Darbhanga,Bihar,223379,4.8
SEL1084,Suresh Reddy Store,Warangal,Telangana,504590,4.4
SEL1085,Gaurav Tiwari Store,Kozhikode,Kerala,156709,3.0
SEL1086,Lakshmi Pandey Store,Ambala,Haryana,924955,3.8
SEL1087,Yasmin Mishra Store,New Delhi,Delhi,610749,4.3
SEL1088,Aarav Reddy Store,Ambala,Haryana,656619,
SEL1089,Pankaj Chopra Store,Howrah,West Bengal,568537,3.2
SEL1090,Manish Reddy Store,Bhubaneswar,Odisha,734914,3.7
SEL1091,Ishaan Patel Store,Patna,Bihar,215108,2.8
SEL1092,Pooja Pillai Store,Salem,Tamil Nadu,546539,4.3
SEL1093,Gaurav Joshi Store,Nizamabad,Telangana,,3.6
SEL1094,Omkar Iyer Store,Rohini,Delhi,519131,2.6
SEL1095,Aisha Pandey Store,Ghaziabad,Uttar Pradesh,857792,3.8
SEL1096,Sunita Reddy Store,Jabalpur,Madhya Pradesh,389017,4.5
SEL1097,Rohit Sharma Store,Aurangabad,Maharashtra,587026,2.6
SEL1098,Lakshmi Gupta Store,Sambalpur,Odisha,409202,3.5
SEL1099,Ishaan Chopra Store,Darbhanga,Bihar,338893,3.7
SEL1100,Pankaj Iyer Store,Ujjain,Madhya Pradesh,749506,5.0
SEL1101,Aisha Verma Store,Ahmedabad,Gujarat,428373,3.0
SEL1102,Pankaj Mishra Store,New Delhi,Delhi,659312,4.5
SEL1103,Sanjay Naidu Store,Ambala,Haryana,247683,2.9
SEL1104,Sanjay Tiwari Store,Darbhanga,Bihar,663485,4.9
SEL1105,Kavya Mishra Store,Dwarka,Delhi,491199,3.3
SEL1106,Zara Joshi Store,Cuttack,Odisha,908014,2.9
SEL1107,Pankaj Singh Store,Panipat,Haryana,433498,3.5
SEL1108,Vijay Malhotra Store,Kota,Rajasthan,206700,2.5
SEL1109,Priya Kumar Store,Jaipur,Rajasthan,,2.8
SEL1110,Vikram Malhotra Store,Panipat,Haryana,702540,
SEL1111,Yasmin Joshi Store,New Delhi,Delhi,294091,4.9
SEL1112,Suresh Das Store,Amritsar,Punjab,687247,3.6
SEL1113,Varun Das Store,Kanpur,Uttar Pradesh,558945,4.2
SEL1114,Tanvi Rao Store,Durgapur,West Bengal,120924,4.3
SEL1115,Zara Verma Store,Ajmer,Rajasthan,115233,2.6
SEL1116,Anjali Gupta Store,Ujjain,Madhya Pradesh,636834,3.3
SEL1117,Rahul Verma Store,Aurangabad,Maharashtra,171863,
SEL1118,Ishaan Pillai Store,Khammam,Telangana,934577,2.5
SEL1119,Sunita Gupta Store,Pune,Maharashtra,,3.7
SEL1120,Manish Mishra Store,Hubli,Karnataka,881303,4.6
SEL1121,Arjun Rao Store,Bhopal,Madhya Pradesh,326460,3.2
SEL1122,Lakshmi Shah Store,Kozhikode,Kerala,371453,5.0
SEL1123,Divya Malhotra Store,Asansol,West Bengal,574572,3.7
SEL1124,Aditi Verma Store,Bengaluru,Karnataka,731707,4.8
SEL1125,Kiran Pillai Store,Rajkot,Gujarat,983846,3.8
SEL1126,Tarun Malhotra Store,Thrissur,Kerala,568360,
SEL1127,Tanvi Gupta Store,Kollam,Kerala,349857,4.3
SEL1128,Riya Pillai Store,Gurugram,Haryana,134346,4.9
SEL1129,Priya Verma Store,Chennai,Tamil Nadu,438285,3.4
SEL1130,Yasmin Mehta Store,Ahmedabad,Gujarat,601516,4.7
SEL1131,Amit Chopra Store,Indore,Madhya Pradesh,658079,4.1
SEL1132,Kavya Rao Store,Hubli,Karnataka,471578,3.4
SEL1133,Kiran Mishra Store,Darbhanga,Bihar,552030,2.6
SEL1134,Nikhil Gupta Store,Indore,Madhya Pradesh,873269,3.3
SEL1135,Nikhil Pillai Store,Bhagalpur,Bihar,861139,4.6
SEL1136,Divya Tiwari Store,Rajkot,Gujarat,882449,2.7
SEL1137,Nikhil Naidu Store,Hubli,Karnataka,127650,3.9
SEL1138,Tarun Mishra Store,Pune,Maharashtra,975595,3.8
SEL1139,Arjun Malhotra Store,Hyderabad,Telangana,595225,
SEL1140,Sanjay Iyer Store,Kollam,Kerala,672450,4.8
SEL1141,Rahul Reddy Store,Ahmedabad,Gujarat,467869,4.4
SEL1142,Gaurav Reddy Store,Saket,Delhi,820825,3.8
SEL1143,Deepak Naidu Store,Howrah,West Bengal,221527,4.6
SEL1144,Meera Agarwal Store,Coimbatore,Tamil Nadu,763320,4.3
SEL1145,Lakshmi Das Store,Bhopal,Madhya Pradesh,452440,4.7
SEL1146,Arjun Bose Store,Faridabad,Haryana,594959,4.3
SEL1147,Pooja Patel Store,Belagavi,Karnataka,316318,4.4
SEL1148,Tarun Iyer Store,Kollam,Kerala,503485,2.7
SEL1149,Mohan Singh Store,Ghaziabad,Uttar Pradesh,274922,2.5
SEL1150,Pankaj Chopra Store,Kanpur,Uttar Pradesh,294687,4.9
SEL1151,Nikhil Sharma Store,Jabalpur,Madhya Pradesh,651856,3.1
SEL1152,Varun Patel Store,Indore,Madhya Pradesh,352955,2.9
SEL1153,Riya Rao Store,Sambalpur,Odisha,388804,2.9
SEL1154,Varun Sharma Store,Gandhinagar,Gujarat,380924,4.3
SEL1155,Deepak Joshi Store,Kanpur,Uttar Pradesh,799427,2.6
SEL1156,Vijay Chopra Store,Hisar,Haryana,347624,
SEL1157,Aisha Saxena Store,Gurugram,Haryana,410080,3.9
SEL1158,Lakshmi Mehta Store,Kollam,Kerala,676039,2.9
SEL1159,Sunita Chopra Store,Salem,Tamil Nadu,380007,2.8
SEL1160,Sanjay Tiwari Store,Rohini,Delhi,790261,2.8
SEL1161,Aarav Rao Store,Salem,Tamil Nadu,806972,3.1
SEL1162,Aditi Singh Store,Varanasi,Uttar Pradesh,490153,4.1
SEL1163,Vijay Malhotra Store,Lucknow,Uttar Pradesh,171808,3.0
SEL1164,Pooja Tiwari Store,Patiala,Punjab,282996,4.2
SEL1165,Kiran Gupta Store,Mumbai,Maharashtra,694593,4.9
SEL1166,Sneha Verma Store,Patiala,Punjab,390511,4.7
SEL1167,Manish Joshi Store,Jodhpur,Rajasthan,582729,4.5
